ID;__type;MARSTD;SEX;MARST;AGE;RELATE;RELATED;parentId;parent__type;HHTYPE;NMOTHERS;NFATHERS;count_parent_children;count_children
 ; ;"200";"1";"2";"27";"3";"3100";"untyped_987"; ;"10";"1";"1";6;0
 ; ;"200";"2";"2";"56";"2";"2000";"untyped_1174"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"10";"4";"4100";"untyped_506"; ;"10";"3";"1";6;0
 ; ;"200";"1";"2";"57";"1";"1000";"untyped_2097"; ;"10";"1";"1";6;0
 ; ;"200";"1";"2";"60";"2";"2000";"untyped_1398"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"61";"1";"1000";"untyped_550"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"80";"1";"1000";"untyped_653"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"14";"3";"3100";"untyped_527"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"70";"1";"1000";"untyped_600"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"1";"3";"3100";"untyped_1166"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"13";"3";"3100";"untyped_2157"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"68";"1";"1000";"untyped_510"; ;"10";"2";"1";5;0
 ; ;"350";"2";"3";"47";"3";"3100";"untyped_506"; ;"10";"3";"1";6;0
 ; ;"100";"2";"1";"14";"3";"3100";"untyped_1453"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"75";"1";"1000";"untyped_2453"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"24";"3";"3100";"untyped_973"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"53";"1";"1000";"untyped_1429"; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"39";"2";"2000";"untyped_630"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"25";"3";"3100";"untyped_1751"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"10";"3";"3100";"untyped_2166"; ;"3";"1";"1";5;0
 ; ;"100";"1";"1";"29";"3";"3100";"untyped_2237"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"36";"1";"1000";"untyped_1263"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"59";"1";"1000";"untyped_1620"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"10";"3";"3100";"untyped_150"; ;"4";"1";"0";3;0
 ; ;"100";"1";"1";"13";"3";"3100";"untyped_2401"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"69";"1";"1000";"untyped_1282"; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"13";"3";"3100";"untyped_2367"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_132"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"30";"3";"3100";"untyped_32"; ;"10";"2";"2";7;0
 ; ;"200";"2";"2";"77";"1";"1000";"untyped_487"; ;"10";"2";"2";6;0
 ; ;"100";"2";"1";"28";"3";"3100";"untyped_1434"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"24";"2";"2000";"untyped_2246"; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"13";"3";"3100";"untyped_620"; ;"6";"2";"1";9;0
 ; ;"100";"1";"1";"8";"3";"3100";"untyped_1695"; ;"4";"1";"0";3;0
 ; ;"100";"1";"1";"12";"4";"4100";"untyped_2314"; ;"10";"3";"3";9;0
 ; ;"100";"2";"1";"24";"3";"3100";"untyped_722"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"46";"6";"6000";"untyped_1590"; ;"10";"2";"0";5;0
 ; ;"100";"2";"1";"6";"3";"3100";"untyped_936"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"40";"2";"2000";"untyped_1106"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"43";"1";"1000";"untyped_574"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"21";"4";"4100";"untyped_623"; ;"10";"2";"3";9;0
 ; ;"200";"1";"2";"48";"1";"1000";"untyped_2167"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"45";"2";"2000";"untyped_1389"; ;"3";"1";"1";5;0
 ; ;"100";"1";"1";"22";"1";"1000";"untyped_1216"; ;"10";"0";"0";2;0
 ; ;"200";"1";"2";"66";"1";"1000";"untyped_678"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"16";"3";"3100";"untyped_2276"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"67";"2";"2000";"untyped_224"; ;"10";"2";"2";5;0
 ; ;"100";"1";"1";"8";"4";"4100";"untyped_1174"; ;"10";"2";"2";6;0
 ; ;"100";"2";"1";"24";"3";"3100";"untyped_344"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_1219"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"57";"1";"1000";"untyped_322"; ;"10";"1";"1";6;0
 ; ;"200";"1";"2";"83";"6";"6000";"untyped_2348"; ;"10";"0";"0";3;0
 ; ;"100";"1";"1";"6";"3";"3100";"untyped_1307"; ;"3";"1";"1";4;0
 ; ;"400";"1";"4";"62";"1";"1000";"untyped_628"; ;"10";"1";"2";4;0
 ; ;"100";"2";"1";"15";"3";"3100";"untyped_5"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"73";"1";"1000";"untyped_1134"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"5";"4";"4100";"untyped_1772"; ;"10";"2";"2";8;0
 ; ;"100";"2";"1";"56";"3";"3100";"untyped_1747"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"38";"2";"2000";"untyped_1792"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"31";"2";"2000";"untyped_2131"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"27";"2";"2000";"untyped_495"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"8";"3";"3100";"untyped_1307"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"52";"1";"1000";"untyped_523"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"39";"3";"3100";"untyped_1366"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"28";"3";"3100";"untyped_92"; ;"10";"2";"1";5;0
 ; ;"100";"1";"1";"12";"3";"3100";"untyped_1836"; ;"4";"1";"0";3;0
 ; ;"200";"1";"2";"40";"1";"1000";"untyped_2272"; ;"6";"2";"1";5;0
 ; ;"200";"2";"2";"53";"2";"2000";"untyped_426"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"39";"6";"6000";"untyped_948"; ;"10";"3";"2";11;0
 ; ;"400";"2";"4";"49";"1";"1000";"untyped_2379"; ;"10";"1";"0";3;0
 ; ;"100";"1";"1";"25";"6";"6000";"untyped_598"; ;"10";"0";"0";4;0
 ; ;"400";"2";"4";"63";"4";"4200";"untyped_114"; ;"6";"2";"1";5;0
 ; ;"100";"1";"1";"11";"4";"4100";"untyped_457"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"49";"1";"1000";"untyped_1477"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"66";"2";"2000";"untyped_2425"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"50";"6";"6000";"untyped_1854"; ;"10";"0";"0";2;0
 ; ;"100";"1";"1";"23";"3";"3100";"untyped_963"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"37";"1";"1000";"untyped_1558"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"24";"6";"6000";"untyped_2190"; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"15";"4";"4100";"untyped_1313"; ;"10";"3";"2";8;0
 ; ;"100";"2";"1";"25";"3";"3100";"untyped_1688"; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"0";"3";"3100";"untyped_431"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"28";"6";"6000";"untyped_377"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"70";"1";"1000";"untyped_1494"; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"26";"6";"6000";"untyped_734"; ;"10";"1";"1";5;0
 ; ;"100";"2";"1";"19";"3";"3100";"untyped_528"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"47";"1";"1000";"untyped_117"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"62";"1";"1000";"untyped_1405"; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"58";"2";"2000";"untyped_840"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"23";"4";"4100";"untyped_1121"; ;"6";"0";"0";3;0
 ; ;"100";"1";"1";"18";"3";"3100";"untyped_471"; ;"6";"2";"1";5;0
 ; ;"200";"2";"2";"75";"2";"2000";"untyped_1395"; ;"10";"0";"0";3;0
 ; ;"200";"1";"2";"40";"2";"2000";"untyped_114"; ;"6";"2";"1";5;0
 ; ;"200";"1";"2";"68";"2";"2000";"untyped_1117"; ;"6";"1";"0";3;0
 ; ;"100";"1";"1";"2";"3";"3100";"untyped_338"; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"29";"3";"3100";"untyped_2428"; ;"10";"1";"1";6;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_917"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"30";"6";"6000";"untyped_1910"; ;"10";"2";"1";4;0
 ; ;"400";"2";"4";"68";"4";"4200";"untyped_197"; ;"6";"2";"1";5;0
 ; ;"200";"2";"2";"45";"2";"2000";"untyped_2236"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"48";"1";"1000";"untyped_1945"; ;"10";"1";"2";6;0
 ; ;"200";"2";"2";"57";"2";"2000";"untyped_1559"; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"11";"4";"4100";"untyped_174"; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"0";"4";"4100";"untyped_637"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"50";"1";"1000";"untyped_2302"; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"3";"4";"4100";"untyped_2431"; ;"10";"2";"3";9;0
 ; ;"400";"1";"4";"79";"1";"1000";"untyped_2"; ;"1";"0";"0";1;0
 ; ;"200";"2";"2";"40";"3";"3100";"untyped_1585"; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"29";"6";"6000";"untyped_310"; ;"10";"2";"1";4;0
 ; ;"200";"2";"2";"51";"1";"1000";"untyped_657"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"56";"1";"1000";"untyped_1811"; ;"3";"1";"1";4;0
 ; ;"400";"1";"4";"78";"1";"1000";"untyped_1404"; ;"10";"1";"2";5;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_191"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"45";"1";"1000";"untyped_2309"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"34";"3";"3100";"untyped_614"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"68";"2";"2000";"untyped_1556"; ;"2";"0";"0";2;0
 ; ;"350";"2";"3";"37";"1";"1000";"untyped_941"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"42";"2";"2000";"untyped_770"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"17";"3";"3100";"untyped_2072"; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"23";"3";"3100";"untyped_1529"; ;"4";"1";"0";3;0
 ; ;"100";"2";"1";"20";"6";"6000";"untyped_752"; ;"10";"1";"2";6;0
 ; ;"100";"2";"1";"18";"3";"3100";"untyped_1584"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"47";"3";"3100";"untyped_37"; ;"4";"1";"0";2;0
 ; ;"100";"1";"1";"8";"3";"3100";"untyped_2226"; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"47";"3";"3100";"untyped_918"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"28";"6";"6000";"untyped_203"; ;"10";"0";"0";3;0
 ; ;"100";"1";"1";"8";"3";"3100";"untyped_1924"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"2";"3";"3100";"untyped_2307"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"38";"3";"3100";"untyped_298"; ;"10";"2";"2";6;0
 ; ;"400";"2";"4";"82";"1";"1000";"untyped_2366"; ;"10";"2";"1";5;0
 ; ;"200";"1";"2";"46";"1";"1000";"untyped_85"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"43";"1";"1000";"untyped_482"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"44";"1";"1000";"untyped_1678"; ;"4";"1";"0";3;0
 ; ;"200";"1";"2";"34";"6";"6000";"untyped_2043"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"44";"1";"1000";"untyped_2406"; ;"10";"1";"1";4;0
 ; ;"200";"2";"2";"51";"2";"2000";"untyped_1274"; ;"10";"3";"3";8;0
 ; ;"100";"1";"1";"2";"4";"4100";"untyped_1448"; ;"6";"2";"1";6;0
 ; ;"100";"2";"1";"25";"3";"3100";"untyped_822"; ;"6";"1";"1";5;0
 ; ;"200";"2";"2";"60";"2";"2000";"untyped_130"; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"60";"1";"1000";"untyped_1702"; ;"6";"2";"1";5;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_471"; ;"6";"2";"1";5;0
 ; ;"200";"1";"2";"51";"2";"2000";"untyped_1903"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"38";"1";"1000";"untyped_921"; ;"3";"1";"1";6;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_53"; ;"10";"1";"1";4;0
 ; ;"100";"1";"1";"4";"4";"4100";"untyped_2289"; ;"10";"2";"4";9;0
 ; ;"100";"2";"1";"1";"3";"3100";"untyped_2421"; ;"3";"1";"1";4;0
 ; ;"400";"2";"4";"57";"1";"1000";"untyped_326"; ;"4";"1";"0";2;0
 ; ;"200";"2";"2";"51";"2";"2000";"untyped_2432"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"45";"1";"1000";"untyped_1204"; ;"3";"1";"1";3;0
 ; ;"350";"2";"3";"54";"1";"1000";"untyped_681"; ;"4";"1";"0";2;0
 ; ;"200";"1";"2";"50";"2";"2000";"untyped_2391"; ;"2";"0";"0";2;0
 ; ;"100";"2";"1";"3";"4";"4100";"untyped_1814"; ;"10";"2";"2";5;0
 ; ;"350";"2";"3";"72";"6";"6000";"untyped_661"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"37";"1";"1000";"untyped_869"; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"76";"2";"2000";"untyped_2020"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"43";"1";"1000";"untyped_166"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"20";"1";"1000";"untyped_1901"; ;"10";"0";"0";2;0
 ; ;"200";"2";"2";"54";"2";"2000";"untyped_578"; ;"10";"2";"2";5;0
 ; ;"200";"1";"2";"30";"3";"3100";"untyped_531"; ;"10";"2";"2";5;0
 ; ;"100";"2";"1";"7";"3";"3100";"untyped_151"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"11";"3";"3100";"untyped_1194"; ;"10";"1";"1";5;0
 ; ;"350";"2";"3";"53";"1";"1000";"untyped_534"; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"22";"3";"3100";"untyped_1512"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"14";"3";"3100";"untyped_1047"; ;"3";"1";"1";3;0
 ; ;"200";"1";"2";"48";"1";"1000";"untyped_637"; ;"10";"2";"2";6;0
 ; ;"200";"1";"2";"62";"1";"1000";"untyped_1522"; ;"6";"1";"1";5;0
 ; ;"200";"1";"2";"50";"6";"6000";"untyped_1386"; ;"10";"1";"0";3;0
 ; ;"200";"1";"2";"35";"6";"6000";"untyped_1753"; ;"10";"1";"1";5;0
 ; ;"400";"1";"4";"75";"1";"1000";"untyped_480"; ;"10";"1";"2";4;0
 ; ;"200";"1";"2";"37";"3";"3100";"untyped_2227"; ;"10";"3";"3";9;0
 ; ;"200";"1";"2";"78";"2";"2000";"untyped_23"; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"25";"3";"3100";"untyped_1229"; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"8";"3";"3100";"untyped_1037"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"50";"1";"1000";"untyped_2335"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"20";"3";"3100";"untyped_414"; ;"3";"1";"1";6;0
 ; ;"200";"2";"2";"57";"2";"2000";"untyped_1617"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"51";"2";"2000";"untyped_491"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"60";"1";"1000";"untyped_2038"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"42";"1";"1000";"untyped_1286"; ;"4";"1";"0";3;0
 ; ;"200";"2";"2";"28";"2";"2000";"untyped_2201"; ;"10";"1";"1";5;0
 ; ;"100";"1";"1";"12";"3";"3100";"untyped_82"; ;"10";"1";"1";5;0
 ; ;"100";"2";"1";"56";"3";"3100";"untyped_15"; ;"4";"1";"0";2;0
 ; ;"100";"2";"1";"0";"4";"4100";"untyped_2392"; ;"10";"1";"0";4;0
 ; ;"100";"1";"1";"20";"3";"3100";"untyped_2039"; ;"3";"1";"1";3;0
 ; ;"100";"2";"1";"27";"3";"3100";"untyped_51"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"37";"2";"2000";"untyped_966"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"51";"2";"2000";"untyped_1693"; ;"3";"1";"1";3;0
 ; ;"400";"1";"4";"62";"1";"1000";"untyped_439"; ;"1";"0";"0";1;0
 ; ;"200";"2";"2";"66";"1";"1000";"untyped_2404"; ;"1";"0";"0";1;0
 ; ;"100";"2";"1";"6";"3";"3100";"untyped_2261"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"69";"1";"1000";"untyped_1662"; ;"4";"1";"0";2;0
 ; ;"100";"1";"1";"21";"3";"3100";"untyped_2219"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"35";"1";"1000";"untyped_1908"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"27";"2";"2000";"untyped_126"; ;"2";"0";"0";2;0
 ; ;"200";"1";"2";"59";"1";"1000";"untyped_1872"; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"60";"2";"2000";"untyped_505"; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"45";"2";"2000";"untyped_1758"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"34";"3";"3100";"untyped_201"; ;"6";"2";"1";4;0
 ; ;"100";"1";"1";"2";"4";"4100";"untyped_2380"; ;"10";"2";"1";4;0
 ; ;"200";"1";"2";"44";"1";"1000";"untyped_336"; ;"3";"1";"1";4;0
 ; ;"200";"1";"2";"51";"1";"1000";"untyped_1040"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"29";"3";"3100";"untyped_405"; ;"10";"1";"1";5;0
 ; ;"200";"1";"2";"56";"2";"2000";"untyped_2251"; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"29";"6";"6000";"untyped_1202"; ;"10";"1";"1";4;0
 ; ;"200";"2";"2";"70";"4";"4200";"untyped_907"; ;"10";"2";"1";6;0
 ; ;"200";"2";"2";"24";"3";"3100";"untyped_2289"; ;"10";"2";"4";9;0
 ; ;"100";"1";"1";"18";"3";"3100";"untyped_2075"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"64";"2";"2000";"untyped_2254"; ;"2";"0";"0";2;0
 ; ;"200";"2";"2";"69";"2";"2000";"untyped_1383"; ;"10";"2";"2";5;0
 ; ;"200";"2";"2";"58";"2";"2000";"untyped_434"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"57";"2";"2000";"untyped_1839"; ;"3";"1";"1";3;0
 ; ;"200";"2";"2";"59";"1";"1000";"untyped_1427"; ;"10";"3";"3";10;0
 ; ;"100";"1";"1";"2";"3";"3100";"untyped_155"; ;"10";"1";"1";4;0
 ; ;"100";"2";"1";"6";"4";"4100";"untyped_225"; ;"10";"2";"2";6;0
 ; ;"200";"2";"2";"53";"2";"2000";"untyped_2065"; ;"6";"2";"1";5;0
 ; ;"200";"2";"2";"46";"2";"2000";"untyped_926"; ;"3";"1";"1";4;0
 ; ;"100";"1";"1";"22";"3";"3100";"untyped_1287"; ;"10";"1";"2";6;0
 ; ;"200";"1";"2";"63";"2";"2000";"untyped_1639"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"4";"3";"3100";"untyped_2399"; ;"6";"2";"1";5;0
 ; ;"200";"2";"2";"76";"2";"2000";"untyped_833"; ;"2";"0";"0";2;0
 ; ;"100";"1";"1";"7";"3";"3100";"untyped_1766"; ;"4";"1";"0";3;0
 ; ;"100";"1";"1";"18";"3";"3100";"untyped_634"; ;"10";"1";"1";4;0
 ; ;"400";"2";"4";"69";"1";"1000";"untyped_280"; ;"10";"3";"1";8;0
 ; ;"100";"1";"1";"27";"3";"3100";"untyped_1150"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"50";"2";"2000";"untyped_2291"; ;"3";"1";"1";4;0
 ; ;"200";"2";"2";"35";"6";"6000";"untyped_122"; ;"10";"2";"2";6;0
 ; ;"100";"1";"1";"5";"4";"4100";"untyped_2002"; ;"10";"2";"2";6;0
 ; ;"100";"2";"1";"7";"3";"3100";"untyped_2151"; ;"3";"1";"1";4;0
 ; ;"100";"2";"1";"28";"3";"3100";"untyped_2299"; ;"10";"1";"1";5;0
 ; ;"200";"2";"2";"63";"1";"1000";"untyped_2295"; ;"10";"0";"0";4;0
 ; ;"100";"1";"1";"5";"3";"3100";"untyped_568"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"25";"1";"1000";"untyped_1531"; ;"10";"0";"0";2;0
 ; ;"200";"1";"2";"57";"1";"1000";"untyped_2039"; ;"3";"1";"1";3;0
 ; ;"100";"1";"1";"21";"6";"6000";"untyped_2245"; ;"10";"0";"0";3;0
