ID;__type;EMPSTAT;INDGEN;SEX;AGE;EMPSTATD;parentId;parent__type;HHTYPE;count_parent_children;count_children
PERNUM_69;PERNUM;"1";"10";"1";"28";"110";SERIAL_37460;SERIAL;"3";3;0
PERNUM_1733;PERNUM;"1";"10";"2";"42";"110";SERIAL_1729;SERIAL;"10";5;0
PERNUM_70;PERNUM;"1";"50";"1";"29";"110";SERIAL_36631;SERIAL;"10";4;0
PERNUM_892;PERNUM;"1";"10";"1";"38";"110";SERIAL_890;SERIAL;"3";4;0
PERNUM_1638;PERNUM;"1";"10";"1";"48";"110";SERIAL_1635;SERIAL;"10";6;0
PERNUM_73;PERNUM;"3";"0";"2";"16";"330";SERIAL_32729;SERIAL;"4";3;0
PERNUM_74;PERNUM;"3";"0";"1";"18";"330";SERIAL_38194;SERIAL;"10";1;0
PERNUM_72;PERNUM;"3";"0";"2";"81";"390";SERIAL_30301;SERIAL;"2";2;0
PERNUM_75;PERNUM;"3";"0";"2";"32";"310";SERIAL_33858;SERIAL;"3";3;0
PERNUM_784;PERNUM;"3";"0";"1";"64";"390";SERIAL_781;SERIAL;"6";4;0
PERNUM_76;PERNUM;"3";"0";"1";"73";"390";SERIAL_36437;SERIAL;"10";7;0
PERNUM_77;PERNUM;"1";"10";"2";"32";"110";SERIAL_37544;SERIAL;"3";3;0
PERNUM_609;PERNUM;"3";"0";"1";"81";"320";SERIAL_607;SERIAL;"2";2;0
PERNUM_81;PERNUM;"1";"112";"2";"40";"110";SERIAL_34957;SERIAL;"10";6;0
PERNUM_587;PERNUM;"0";"0";"2";"9";"0";SERIAL_580;SERIAL;"10";14;0
PERNUM_82;PERNUM;"0";"0";"1";"3";"0";SERIAL_30887;SERIAL;"3";3;0
PERNUM_83;PERNUM;"3";"0";"2";"61";"390";SERIAL_38262;SERIAL;"2";2;0
PERNUM_84;PERNUM;"3";"0";"2";"64";"310";SERIAL_33207;SERIAL;"6";6;0
PERNUM_1730;PERNUM;"1";"10";"1";"23";"110";SERIAL_1729;SERIAL;"10";5;0
PERNUM_85;PERNUM;"1";"10";"1";"52";"110";SERIAL_33815;SERIAL;"2";2;0
PERNUM_86;PERNUM;"0";"0";"1";"1";"0";SERIAL_37497;SERIAL;"10";6;0
PERNUM_835;PERNUM;"0";"0";"1";"5";"0";SERIAL_833;SERIAL;"3";3;0
PERNUM_89;PERNUM;"1";"10";"1";"50";"110";SERIAL_31276;SERIAL;"10";2;0
PERNUM_90;PERNUM;"3";"0";"2";"17";"330";SERIAL_32668;SERIAL;"4";2;0
PERNUM_2001;PERNUM;"1";"111";"1";"47";"110";SERIAL_1998;SERIAL;"3";3;0
PERNUM_94;PERNUM;"1";"50";"1";"40";"110";SERIAL_34212;SERIAL;"3";4;0
PERNUM_96;PERNUM;"1";"60";"1";"50";"110";SERIAL_37265;SERIAL;"3";3;0
PERNUM_98;PERNUM;"3";"0";"1";"82";"390";SERIAL_33176;SERIAL;"1";1;0
PERNUM_99;PERNUM;"0";"0";"1";"13";"0";SERIAL_30257;SERIAL;"3";5;0
PERNUM_100;PERNUM;"1";"10";"1";"45";"110";SERIAL_36961;SERIAL;"3";3;0
PERNUM_447;PERNUM;"1";"112";"1";"20";"110";SERIAL_446;SERIAL;"10";2;0
PERNUM_139;PERNUM;"1";"10";"2";"15";"110";SERIAL_136;SERIAL;"10";5;0
PERNUM_101;PERNUM;"1";"10";"1";"50";"110";SERIAL_33438;SERIAL;"3";3;0
PERNUM_102;PERNUM;"1";"30";"1";"25";"110";SERIAL_34035;SERIAL;"3";3;0
PERNUM_1070;PERNUM;"3";"0";"2";"19";"330";SERIAL_1067;SERIAL;"10";3;0
PERNUM_240;PERNUM;"0";"0";"2";"14";"0";SERIAL_239;SERIAL;"10";9;0
PERNUM_1505;PERNUM;"1";"10";"1";"18";"110";SERIAL_1503;SERIAL;"3";6;0
PERNUM_872;PERNUM;"1";"10";"2";"33";"110";SERIAL_868;SERIAL;"3";4;0
PERNUM_1143;PERNUM;"1";"10";"2";"42";"110";SERIAL_1139;SERIAL;"6";6;0
PERNUM_17;PERNUM;"0";"0";"1";"11";"0";SERIAL_14;SERIAL;"6";3;0
PERNUM_104;PERNUM;"1";"30";"1";"41";"110";SERIAL_30072;SERIAL;"3";3;0
PERNUM_105;PERNUM;"1";"112";"2";"24";"110";SERIAL_30934;SERIAL;"10";5;0
PERNUM_109;PERNUM;"3";"0";"1";"63";"390";SERIAL_36409;SERIAL;"3";2;0
PERNUM_108;PERNUM;"0";"0";"1";"4";"0";SERIAL_30705;SERIAL;"6";6;0
PERNUM_110;PERNUM;"0";"0";"1";"1";"0";SERIAL_30824;SERIAL;"6";3;0
PERNUM_112;PERNUM;"0";"0";"2";"2";"0";SERIAL_30687;SERIAL;"3";5;0
PERNUM_1068;PERNUM;"1";"10";"2";"20";"110";SERIAL_1067;SERIAL;"10";8;0
PERNUM_937;PERNUM;"1";"10";"1";"50";"110";SERIAL_936;SERIAL;"10";5;0
PERNUM_1657;PERNUM;"1";"10";"1";"27";"110";SERIAL_1654;SERIAL;"10";3;0
PERNUM_114;PERNUM;"1";"10";"2";"23";"110";SERIAL_37056;SERIAL;"10";4;0
PERNUM_92;PERNUM;"0";"0";"2";"10";"0";SERIAL_88;SERIAL;"6";6;0
PERNUM_121;PERNUM;"1";"10";"2";"41";"110";SERIAL_34006;SERIAL;"3";3;0
PERNUM_123;PERNUM;"3";"0";"2";"76";"390";SERIAL_33544;SERIAL;"10";2;0
PERNUM_126;PERNUM;"1";"90";"1";"44";"110";SERIAL_33786;SERIAL;"3";5;0
PERNUM_127;PERNUM;"1";"10";"1";"54";"110";SERIAL_31465;SERIAL;"10";5;0
PERNUM_946;PERNUM;"1";"10";"1";"69";"110";SERIAL_943;SERIAL;"10";6;0
PERNUM_687;PERNUM;"1";"10";"2";"34";"110";SERIAL_683;SERIAL;"3";4;0
PERNUM_129;PERNUM;"1";"10";"1";"41";"110";SERIAL_36790;SERIAL;"3";5;0
PERNUM_132;PERNUM;"0";"0";"1";"0";"0";SERIAL_34497;SERIAL;"6";4;0
PERNUM_1426;PERNUM;"0";"0";"1";"1";"0";SERIAL_1423;SERIAL;"10";8;0
PERNUM_133;PERNUM;"1";"114";"2";"56";"110";SERIAL_29735;SERIAL;"10";4;0
PERNUM_134;PERNUM;"0";"0";"2";"12";"0";SERIAL_38414;SERIAL;"3";4;0
PERNUM_137;PERNUM;"1";"30";"1";"46";"110";SERIAL_35261;SERIAL;"3";4;0
PERNUM_1825;PERNUM;"1";"10";"2";"24";"110";SERIAL_1822;SERIAL;"10";5;0
PERNUM_142;PERNUM;"0";"0";"2";"2";"0";SERIAL_34208;SERIAL;"3";4;0
PERNUM_143;PERNUM;"1";"10";"1";"21";"110";SERIAL_37940;SERIAL;"3";5;0
PERNUM_1132;PERNUM;"1";"10";"2";"16";"110";SERIAL_1128;SERIAL;"3";4;0
PERNUM_1090;PERNUM;"0";"0";"1";"6";"0";SERIAL_1083;SERIAL;"10";8;0
PERNUM_187;PERNUM;"3";"0";"2";"19";"330";SERIAL_185;SERIAL;"10";4;0
PERNUM_145;PERNUM;"1";"10";"2";"55";"110";SERIAL_36947;SERIAL;"6";3;0
PERNUM_146;PERNUM;"1";"10";"2";"37";"110";SERIAL_30188;SERIAL;"4";2;0
PERNUM_814;PERNUM;"3";"0";"2";"49";"390";SERIAL_812;SERIAL;"4";3;0
PERNUM_149;PERNUM;"3";"0";"1";"20";"330";SERIAL_37882;SERIAL;"10";3;0
PERNUM_658;PERNUM;"0";"0";"1";"6";"0";SERIAL_654;SERIAL;"10";7;0
PERNUM_96;PERNUM;"3";"0";"2";"78";"310";SERIAL_92;SERIAL;"6";5;0
PERNUM_151;PERNUM;"1";"10";"2";"37";"110";SERIAL_32177;SERIAL;"3";3;0
PERNUM_826;PERNUM;"3";"0";"2";"17";"330";SERIAL_823;SERIAL;"6";5;0
PERNUM_841;PERNUM;"1";"10";"1";"50";"110";SERIAL_837;SERIAL;"10";6;0
PERNUM_714;PERNUM;"0";"0";"2";"10";"0";SERIAL_710;SERIAL;"10";5;0
PERNUM_156;PERNUM;"1";"10";"2";"47";"120";SERIAL_32836;SERIAL;"2";2;0
PERNUM_157;PERNUM;"1";"10";"1";"16";"110";SERIAL_36337;SERIAL;"10";7;0
PERNUM_189;PERNUM;"0";"0";"1";"2";"0";SERIAL_185;SERIAL;"10";6;0
PERNUM_158;PERNUM;"0";"0";"1";"6";"0";SERIAL_32658;SERIAL;"3";5;0
PERNUM_170;PERNUM;"1";"10";"2";"46";"110";SERIAL_164;SERIAL;"10";6;0
PERNUM_1337;PERNUM;"0";"0";"2";"6";"0";SERIAL_1335;SERIAL;"6";6;0
PERNUM_159;PERNUM;"1";"10";"2";"26";"110";SERIAL_33992;SERIAL;"3";4;0
PERNUM_160;PERNUM;"0";"0";"2";"0";"0";SERIAL_34544;SERIAL;"10";7;0
PERNUM_1022;PERNUM;"1";"10";"1";"20";"110";SERIAL_1020;SERIAL;"3";6;0
PERNUM_494;PERNUM;"0";"0";"2";"3";"0";SERIAL_493;SERIAL;"3";2;0
PERNUM_1467;PERNUM;"0";"0";"1";"10";"0";SERIAL_1466;SERIAL;"3";4;0
PERNUM_161;PERNUM;"1";"90";"2";"49";"110";SERIAL_35635;SERIAL;"3";3;0
PERNUM_435;PERNUM;"3";"0";"1";"73";"390";SERIAL_432;SERIAL;"10";4;0
PERNUM_370;PERNUM;"1";"10";"2";"41";"110";SERIAL_366;SERIAL;"6";7;0
PERNUM_164;PERNUM;"0";"0";"2";"3";"0";SERIAL_36437;SERIAL;"10";7;0
PERNUM_1876;PERNUM;"1";"10";"1";"21";"110";SERIAL_1872;SERIAL;"3";4;0
PERNUM_636;PERNUM;"1";"60";"2";"24";"110";SERIAL_635;SERIAL;"10";3;0
PERNUM_166;PERNUM;"1";"100";"1";"30";"110";SERIAL_32825;SERIAL;"10";6;0
PERNUM_611;PERNUM;"1";"10";"2";"22";"110";SERIAL_610;SERIAL;"10";5;0
PERNUM_827;PERNUM;"1";"10";"1";"24";"110";SERIAL_825;SERIAL;"3";5;0
PERNUM_170;PERNUM;"0";"0";"1";"12";"0";SERIAL_37300;SERIAL;"3";4;0
PERNUM_168;PERNUM;"0";"0";"2";"2";"0";SERIAL_32084;SERIAL;"10";4;0
PERNUM_171;PERNUM;"3";"0";"1";"79";"390";SERIAL_30055;SERIAL;"10";6;0
PERNUM_472;PERNUM;"1";"10";"2";"34";"110";SERIAL_471;SERIAL;"3";5;0
PERNUM_1204;PERNUM;"1";"112";"2";"53";"110";SERIAL_1203;SERIAL;"6";2;0
PERNUM_173;PERNUM;"1";"10";"2";"57";"110";SERIAL_33246;SERIAL;"2";2;0
PERNUM_1182;PERNUM;"0";"0";"1";"6";"0";SERIAL_1179;SERIAL;"3";6;0
PERNUM_175;PERNUM;"3";"0";"2";"37";"310";SERIAL_33252;SERIAL;"3";4;0
PERNUM_305;PERNUM;"1";"20";"1";"19";"110";SERIAL_302;SERIAL;"10";6;0
PERNUM_1557;PERNUM;"0";"0";"2";"5";"0";SERIAL_1550;SERIAL;"10";7;0
PERNUM_87;PERNUM;"1";"10";"2";"16";"110";SERIAL_84;SERIAL;"3";3;0
PERNUM_176;PERNUM;"1";"10";"2";"48";"110";SERIAL_37669;SERIAL;"3";4;0
PERNUM_178;PERNUM;"1";"30";"2";"44";"110";SERIAL_31907;SERIAL;"10";3;0
PERNUM_180;PERNUM;"0";"0";"2";"1";"0";SERIAL_31351;SERIAL;"10";4;0
PERNUM_168;PERNUM;"1";"10";"1";"22";"110";SERIAL_164;SERIAL;"10";6;0
PERNUM_152;PERNUM;"0";"0";"1";"4";"0";SERIAL_148;SERIAL;"10";8;0
PERNUM_312;PERNUM;"3";"0";"2";"74";"390";SERIAL_311;SERIAL;"2";2;0
PERNUM_183;PERNUM;"3";"0";"2";"80";"390";SERIAL_33113;SERIAL;"10";6;0
PERNUM_184;PERNUM;"3";"0";"2";"16";"330";SERIAL_29814;SERIAL;"4";2;0
PERNUM_187;PERNUM;"1";"70";"2";"44";"110";SERIAL_35906;SERIAL;"3";4;0
PERNUM_375;PERNUM;"1";"10";"2";"16";"110";SERIAL_371;SERIAL;"4";4;0
PERNUM_1805;PERNUM;"1";"100";"1";"28";"110";SERIAL_1803;SERIAL;"10";3;0
PERNUM_130;PERNUM;"0";"0";"2";"3";"0";SERIAL_129;SERIAL;"10";4;0
PERNUM_188;PERNUM;"3";"0";"1";"88";"390";SERIAL_32304;SERIAL;"2";2;0
PERNUM_189;PERNUM;"0";"0";"2";"14";"0";SERIAL_32105;SERIAL;"3";4;0
PERNUM_1850;PERNUM;"1";"10";"2";"30";"110";SERIAL_1849;SERIAL;"3";3;0
PERNUM_982;PERNUM;"1";"80";"1";"26";"110";SERIAL_980;SERIAL;"10";4;0
PERNUM_190;PERNUM;"1";"10";"2";"23";"110";SERIAL_36721;SERIAL;"3";3;0
PERNUM_191;PERNUM;"1";"10";"2";"34";"110";SERIAL_36541;SERIAL;"3";3;0
PERNUM_192;PERNUM;"1";"112";"2";"33";"110";SERIAL_32971;SERIAL;"2";2;0
PERNUM_655;PERNUM;"1";"10";"2";"31";"110";SERIAL_654;SERIAL;"6";4;0
PERNUM_958;PERNUM;"0";"0";"2";"11";"0";SERIAL_956;SERIAL;"6";4;0
PERNUM_103;PERNUM;"1";"10";"2";"15";"110";SERIAL_102;SERIAL;"10";6;0
PERNUM_194;PERNUM;"1";"10";"2";"28";"110";SERIAL_31364;SERIAL;"3";4;0
PERNUM_193;PERNUM;"1";"10";"1";"27";"110";SERIAL_30884;SERIAL;"6";6;0
PERNUM_196;PERNUM;"1";"50";"1";"18";"110";SERIAL_37461;SERIAL;"3";3;0
PERNUM_197;PERNUM;"0";"0";"1";"3";"0";SERIAL_37776;SERIAL;"3";4;0
PERNUM_198;PERNUM;"3";"0";"2";"48";"310";SERIAL_30208;SERIAL;"3";3;0
PERNUM_200;PERNUM;"9";"0";"1";"41";"999";SERIAL_33824;SERIAL;"3";2;0
PERNUM_201;PERNUM;"1";"10";"1";"39";"110";SERIAL_38094;SERIAL;"3";6;0
PERNUM_2027;PERNUM;"1";"10";"1";"19";"110";SERIAL_2022;SERIAL;"3";5;0
PERNUM_741;PERNUM;"1";"10";"1";"21";"110";SERIAL_735;SERIAL;"10";6;0
PERNUM_1818;PERNUM;"1";"10";"1";"18";"110";SERIAL_1817;SERIAL;"10";8;0
PERNUM_1619;PERNUM;"1";"10";"2";"50";"110";SERIAL_1618;SERIAL;"6";3;0
PERNUM_202;PERNUM;"1";"30";"1";"34";"110";SERIAL_38060;SERIAL;"2";2;0
PERNUM_203;PERNUM;"0";"0";"1";"5";"0";SERIAL_37332;SERIAL;"3";3;0
PERNUM_204;PERNUM;"0";"0";"2";"13";"0";SERIAL_37539;SERIAL;"3";4;0
PERNUM_205;PERNUM;"0";"0";"2";"13";"0";SERIAL_33875;SERIAL;"3";9;0
PERNUM_206;PERNUM;"1";"10";"1";"30";"110";SERIAL_35216;SERIAL;"3";4;0
PERNUM_9;PERNUM;"1";"100";"2";"43";"110";SERIAL_6;SERIAL;"3";3;0
PERNUM_208;PERNUM;"3";"0";"2";"17";"330";SERIAL_36429;SERIAL;"6";5;0
PERNUM_210;PERNUM;"1";"10";"2";"34";"110";SERIAL_36974;SERIAL;"3";6;0
PERNUM_209;PERNUM;"1";"10";"2";"43";"110";SERIAL_35206;SERIAL;"6";4;0
PERNUM_213;PERNUM;"1";"10";"2";"38";"110";SERIAL_32022;SERIAL;"3";3;0
PERNUM_215;PERNUM;"1";"10";"1";"26";"110";SERIAL_35929;SERIAL;"10";4;0
PERNUM_216;PERNUM;"0";"0";"1";"6";"0";SERIAL_30693;SERIAL;"3";5;0
PERNUM_1717;PERNUM;"3";"0";"1";"16";"330";SERIAL_1713;SERIAL;"3";4;0
PERNUM_1720;PERNUM;"1";"10";"1";"32";"110";SERIAL_1717;SERIAL;"10";3;0
PERNUM_1227;PERNUM;"1";"10";"2";"27";"110";SERIAL_1223;SERIAL;"3";4;0
PERNUM_1516;PERNUM;"3";"0";"1";"59";"390";SERIAL_1515;SERIAL;"2";2;0
PERNUM_220;PERNUM;"1";"60";"1";"40";"110";SERIAL_37190;SERIAL;"10";5;0
PERNUM_221;PERNUM;"1";"30";"2";"54";"110";SERIAL_36362;SERIAL;"2";2;0
PERNUM_224;PERNUM;"3";"0";"1";"72";"390";SERIAL_35704;SERIAL;"2";2;0
PERNUM_223;PERNUM;"1";"10";"1";"28";"110";SERIAL_31562;SERIAL;"10";4;0
PERNUM_225;PERNUM;"1";"10";"2";"17";"110";SERIAL_30836;SERIAL;"3";3;0
PERNUM_226;PERNUM;"3";"0";"2";"64";"310";SERIAL_31047;SERIAL;"10";4;0
PERNUM_417;PERNUM;"1";"10";"2";"47";"110";SERIAL_413;SERIAL;"10";5;0
PERNUM_228;PERNUM;"1";"10";"2";"28";"110";SERIAL_30377;SERIAL;"3";4;0
PERNUM_1861;PERNUM;"1";"10";"1";"24";"110";SERIAL_1859;SERIAL;"10";5;0
PERNUM_231;PERNUM;"0";"0";"2";"1";"0";SERIAL_36866;SERIAL;"10";5;0
PERNUM_232;PERNUM;"1";"100";"2";"25";"110";SERIAL_34560;SERIAL;"3";4;0
PERNUM_473;PERNUM;"1";"10";"2";"36";"110";SERIAL_469;SERIAL;"10";6;0
PERNUM_234;PERNUM;"0";"0";"2";"6";"0";SERIAL_29864;SERIAL;"3";7;0
PERNUM_236;PERNUM;"1";"10";"1";"49";"110";SERIAL_35106;SERIAL;"3";4;0
PERNUM_1174;PERNUM;"0";"0";"2";"12";"0";SERIAL_1169;SERIAL;"3";5;0
PERNUM_237;PERNUM;"1";"10";"1";"26";"110";SERIAL_36234;SERIAL;"3";3;0
PERNUM_239;PERNUM;"3";"0";"1";"20";"330";SERIAL_38161;SERIAL;"10";1;0
PERNUM_240;PERNUM;"1";"10";"1";"48";"110";SERIAL_31180;SERIAL;"10";7;0
PERNUM_241;PERNUM;"1";"60";"2";"40";"110";SERIAL_36585;SERIAL;"3";3;0
PERNUM_1470;PERNUM;"1";"60";"2";"29";"110";SERIAL_1467;SERIAL;"3";4;0
PERNUM_242;PERNUM;"3";"0";"2";"78";"320";SERIAL_30689;SERIAL;"1";1;0
PERNUM_102;PERNUM;"0";"0";"2";"11";"0";SERIAL_97;SERIAL;"6";5;0
PERNUM_574;PERNUM;"1";"10";"1";"24";"110";SERIAL_570;SERIAL;"3";4;0
PERNUM_243;PERNUM;"0";"0";"1";"13";"0";SERIAL_33659;SERIAL;"3";5;0
PERNUM_244;PERNUM;"3";"0";"1";"42";"390";SERIAL_35134;SERIAL;"3";3;0
PERNUM_704;PERNUM;"3";"0";"2";"53";"310";SERIAL_703;SERIAL;"10";5;0
PERNUM_1315;PERNUM;"0";"0";"1";"3";"0";SERIAL_1314;SERIAL;"3";4;0
PERNUM_182;PERNUM;"1";"60";"1";"34";"110";SERIAL_179;SERIAL;"10";4;0
PERNUM_246;PERNUM;"3";"0";"2";"48";"310";SERIAL_35044;SERIAL;"3";3;0
PERNUM_247;PERNUM;"3";"0";"2";"17";"330";SERIAL_38176;SERIAL;"10";5;0
PERNUM_249;PERNUM;"2";"0";"1";"23";"230";SERIAL_32397;SERIAL;"3";3;0
PERNUM_126;PERNUM;"1";"10";"2";"38";"110";SERIAL_120;SERIAL;"10";8;0
PERNUM_505;PERNUM;"1";"70";"2";"37";"110";SERIAL_501;SERIAL;"10";4;0
PERNUM_250;PERNUM;"1";"10";"2";"37";"110";SERIAL_31335;SERIAL;"3";3;0
PERNUM_441;PERNUM;"1";"10";"1";"44";"110";SERIAL_439;SERIAL;"10";4;0
PERNUM_253;PERNUM;"1";"10";"2";"29";"110";SERIAL_29716;SERIAL;"3";4;0
PERNUM_1657;PERNUM;"1";"10";"1";"23";"110";SERIAL_1652;SERIAL;"3";5;0
PERNUM_1515;PERNUM;"1";"10";"1";"45";"110";SERIAL_1514;SERIAL;"3";3;0
PERNUM_1250;PERNUM;"1";"60";"2";"42";"110";SERIAL_1249;SERIAL;"3";5;0
PERNUM_537;PERNUM;"1";"10";"1";"62";"110";SERIAL_535;SERIAL;"3";3;0
PERNUM_256;PERNUM;"1";"10";"2";"16";"110";SERIAL_31061;SERIAL;"3";5;0
PERNUM_283;PERNUM;"1";"10";"2";"25";"110";SERIAL_281;SERIAL;"10";6;0
PERNUM_1843;PERNUM;"3";"0";"2";"30";"320";SERIAL_1841;SERIAL;"3";4;0
PERNUM_257;PERNUM;"1";"80";"1";"37";"110";SERIAL_34978;SERIAL;"3";3;0
PERNUM_259;PERNUM;"1";"114";"2";"24";"110";SERIAL_32466;SERIAL;"10";5;0
PERNUM_1251;PERNUM;"0";"0";"2";"5";"0";SERIAL_1247;SERIAL;"10";7;0
PERNUM_1440;PERNUM;"3";"0";"2";"52";"310";SERIAL_1435;SERIAL;"10";5;0
PERNUM_261;PERNUM;"1";"10";"2";"26";"110";SERIAL_29940;SERIAL;"3";2;0
PERNUM_262;PERNUM;"0";"0";"2";"7";"0";SERIAL_37139;SERIAL;"3";3;0
PERNUM_263;PERNUM;"1";"10";"1";"38";"110";SERIAL_32537;SERIAL;"6";4;0
PERNUM_278;PERNUM;"1";"112";"2";"27";"110";SERIAL_277;SERIAL;"10";4;0
PERNUM_752;PERNUM;"3";"0";"1";"64";"310";SERIAL_751;SERIAL;"10";4;0
PERNUM_264;PERNUM;"3";"0";"1";"63";"390";SERIAL_35527;SERIAL;"3";3;0
PERNUM_1205;PERNUM;"1";"10";"2";"19";"110";SERIAL_1203;SERIAL;"3";5;0
PERNUM_7;PERNUM;"3";"0";"1";"58";"320";SERIAL_1;SERIAL;"10";7;0
PERNUM_220;PERNUM;"0";"0";"2";"14";"0";SERIAL_218;SERIAL;"10";11;0
PERNUM_265;PERNUM;"1";"10";"2";"26";"110";SERIAL_33987;SERIAL;"10";5;0
PERNUM_880;PERNUM;"1";"10";"2";"25";"110";SERIAL_875;SERIAL;"10";6;0
PERNUM_1232;PERNUM;"1";"10";"1";"26";"110";SERIAL_1231;SERIAL;"10";3;0
PERNUM_267;PERNUM;"0";"0";"1";"4";"0";SERIAL_37938;SERIAL;"3";2;0
PERNUM_475;PERNUM;"0";"0";"2";"12";"0";SERIAL_473;SERIAL;"4";2;0
PERNUM_1843;PERNUM;"1";"10";"1";"66";"110";SERIAL_1840;SERIAL;"10";4;0
PERNUM_268;PERNUM;"1";"10";"2";"49";"110";SERIAL_31383;SERIAL;"3";5;0
PERNUM_1747;PERNUM;"1";"10";"1";"22";"110";SERIAL_1746;SERIAL;"4";1;0
