ID;__type;EMPSTAT;INDGEN;SEX;AGE;EMPSTATD;parentId;parent__type;HHTYPE;count_parent_children;count_children
PERNUM_2134;PERNUM;"1";"10";"2";"15";"110";SERIAL_2129;SERIAL;"3";6;0
PERNUM_462;PERNUM;"3";"0";"1";"19";"330";SERIAL_461;SERIAL;"10";2;0
PERNUM_1538;PERNUM;"1";"10";"2";"35";"110";SERIAL_1535;SERIAL;"3";4;0
PERNUM_1477;PERNUM;"3";"0";"1";"19";"330";SERIAL_1475;SERIAL;"3";2;0
PERNUM_2267;PERNUM;"1";"10";"2";"57";"110";SERIAL_2265;SERIAL;"2";2;0
PERNUM_2535;PERNUM;"1";"10";"2";"16";"110";SERIAL_2534;SERIAL;"3";4;0
PERNUM_886;PERNUM;"1";"10";"2";"48";"110";SERIAL_885;SERIAL;"3";4;0
PERNUM_644;PERNUM;"0";"0";"2";"4";"0";SERIAL_643;SERIAL;"3";5;0
PERNUM_69;PERNUM;"3";"0";"2";"68";"390";SERIAL_64;SERIAL;"10";10;0
PERNUM_77;PERNUM;"0";"0";"1";"0";"0";SERIAL_11468;SERIAL;"6";5;0
PERNUM_1978;PERNUM;"0";"0";"1";"12";"0";SERIAL_1977;SERIAL;"3";3;0
PERNUM_1394;PERNUM;"1";"30";"1";"42";"110";SERIAL_1393;SERIAL;"3";4;0
PERNUM_2479;PERNUM;"1";"10";"1";"58";"110";SERIAL_2477;SERIAL;"10";6;0
PERNUM_1092;PERNUM;"0";"0";"2";"3";"0";SERIAL_1091;SERIAL;"10";6;0
PERNUM_3337;PERNUM;"0";"0";"1";"2";"0";SERIAL_3335;SERIAL;"3";3;0
PERNUM_3260;PERNUM;"1";"90";"2";"28";"110";SERIAL_3259;SERIAL;"2";1;0
PERNUM_2987;PERNUM;"0";"0";"1";"13";"0";SERIAL_2984;SERIAL;"3";3;0
PERNUM_32;PERNUM;"1";"10";"2";"21";"110";SERIAL_27;SERIAL;"10";9;0
PERNUM_2377;PERNUM;"0";"0";"1";"13";"0";SERIAL_2372;SERIAL;"3";6;0
PERNUM_1386;PERNUM;"1";"10";"2";"50";"110";SERIAL_1384;SERIAL;"2";2;0
PERNUM_2418;PERNUM;"1";"10";"1";"34";"110";SERIAL_2413;SERIAL;"3";5;0
PERNUM_3301;PERNUM;"0";"0";"2";"5";"0";SERIAL_3299;SERIAL;"3";3;0
PERNUM_1817;PERNUM;"0";"0";"1";"14";"0";SERIAL_1814;SERIAL;"10";4;0
PERNUM_2987;PERNUM;"1";"100";"2";"57";"110";SERIAL_2985;SERIAL;"3";3;0
PERNUM_1666;PERNUM;"1";"10";"2";"60";"110";SERIAL_1662;SERIAL;"10";7;0
PERNUM_211;PERNUM;"1";"10";"1";"42";"110";SERIAL_206;SERIAL;"10";6;0
PERNUM_458;PERNUM;"0";"0";"1";"10";"0";SERIAL_457;SERIAL;"3";4;0
PERNUM_754;PERNUM;"0";"0";"2";"11";"0";SERIAL_751;SERIAL;"3";7;0
PERNUM_3130;PERNUM;"1";"10";"2";"19";"110";SERIAL_3124;SERIAL;"10";9;0
PERNUM_2372;PERNUM;"0";"0";"2";"7";"0";SERIAL_2369;SERIAL;"3";4;0
PERNUM_1712;PERNUM;"1";"10";"2";"68";"110";SERIAL_1710;SERIAL;"6";5;0
PERNUM_2097;PERNUM;"3";"0";"2";"80";"390";SERIAL_2095;SERIAL;"10";5;0
PERNUM_1300;PERNUM;"1";"60";"1";"24";"110";SERIAL_1299;SERIAL;"10";5;0
PERNUM_3513;PERNUM;"0";"0";"2";"12";"0";SERIAL_3511;SERIAL;"3";4;0
PERNUM_98;PERNUM;"3";"0";"2";"56";"390";SERIAL_11265;SERIAL;"6";4;0
PERNUM_3485;PERNUM;"1";"10";"2";"18";"110";SERIAL_3484;SERIAL;"10";6;0
PERNUM_1481;PERNUM;"1";"10";"1";"39";"110";SERIAL_1480;SERIAL;"6";4;0
PERNUM_1085;PERNUM;"1";"10";"1";"25";"110";SERIAL_1084;SERIAL;"3";3;0
PERNUM_2552;PERNUM;"1";"70";"2";"34";"110";SERIAL_2551;SERIAL;"4";3;0
PERNUM_537;PERNUM;"1";"10";"2";"23";"110";SERIAL_534;SERIAL;"10";5;0
PERNUM_1647;PERNUM;"1";"10";"1";"56";"110";SERIAL_1645;SERIAL;"3";3;0
PERNUM_2025;PERNUM;"1";"80";"1";"50";"110";SERIAL_2023;SERIAL;"2";2;0
PERNUM_1779;PERNUM;"1";"10";"2";"25";"110";SERIAL_1774;SERIAL;"10";6;0
PERNUM_3197;PERNUM;"3";"0";"2";"22";"390";SERIAL_3196;SERIAL;"10";3;0
PERNUM_1873;PERNUM;"1";"100";"1";"47";"110";SERIAL_1871;SERIAL;"10";5;0
PERNUM_263;PERNUM;"3";"0";"2";"74";"390";SERIAL_259;SERIAL;"6";5;0
PERNUM_1908;PERNUM;"0";"0";"1";"8";"0";SERIAL_1906;SERIAL;"3";4;0
PERNUM_1534;PERNUM;"1";"50";"2";"32";"110";SERIAL_1532;SERIAL;"6";2;0
PERNUM_2464;PERNUM;"1";"10";"2";"63";"110";SERIAL_2461;SERIAL;"10";4;0
PERNUM_3282;PERNUM;"1";"60";"1";"24";"110";SERIAL_3281;SERIAL;"10";5;0
PERNUM_1585;PERNUM;"3";"0";"2";"58";"310";SERIAL_1584;SERIAL;"6";3;0
PERNUM_3005;PERNUM;"0";"0";"1";"3";"0";SERIAL_3004;SERIAL;"3";3;0
PERNUM_2687;PERNUM;"1";"10";"1";"25";"110";SERIAL_2684;SERIAL;"10";5;0
PERNUM_1446;PERNUM;"1";"112";"2";"31";"110";SERIAL_1442;SERIAL;"6";5;0
PERNUM_871;PERNUM;"0";"0";"1";"5";"0";SERIAL_867;SERIAL;"6";5;0
PERNUM_2405;PERNUM;"1";"10";"2";"27";"110";SERIAL_2403;SERIAL;"3";4;0
PERNUM_3497;PERNUM;"1";"10";"1";"24";"110";SERIAL_3489;SERIAL;"10";8;0
PERNUM_2642;PERNUM;"1";"10";"1";"50";"110";SERIAL_2641;SERIAL;"10";5;0
PERNUM_1639;PERNUM;"0";"0";"2";"8";"0";SERIAL_1638;SERIAL;"10";5;0
PERNUM_3198;PERNUM;"1";"113";"1";"46";"110";SERIAL_3196;SERIAL;"10";3;0
PERNUM_674;PERNUM;"1";"10";"2";"27";"110";SERIAL_671;SERIAL;"10";9;0
PERNUM_2844;PERNUM;"1";"10";"2";"43";"110";SERIAL_2842;SERIAL;"6";5;0
PERNUM_1024;PERNUM;"0";"0";"1";"5";"0";SERIAL_1022;SERIAL;"6";5;0
PERNUM_1889;PERNUM;"1";"10";"2";"27";"110";SERIAL_1887;SERIAL;"3";4;0
PERNUM_1937;PERNUM;"1";"10";"1";"35";"120";SERIAL_1935;SERIAL;"3";4;0
PERNUM_1859;PERNUM;"1";"10";"2";"20";"110";SERIAL_1854;SERIAL;"10";6;0
PERNUM_1068;PERNUM;"1";"10";"1";"27";"110";SERIAL_1065;SERIAL;"3";3;0
PERNUM_9;PERNUM;"0";"0";"2";"2";"0";SERIAL_5;SERIAL;"10";4;0
PERNUM_1738;PERNUM;"0";"0";"1";"2";"0";SERIAL_1737;SERIAL;"3";2;0
PERNUM_1299;PERNUM;"1";"10";"1";"20";"110";SERIAL_1292;SERIAL;"10";7;0
PERNUM_2253;PERNUM;"1";"111";"1";"26";"110";SERIAL_2248;SERIAL;"10";6;0
PERNUM_565;PERNUM;"0";"0";"2";"14";"0";SERIAL_564;SERIAL;"10";5;0
PERNUM_1441;PERNUM;"0";"0";"2";"13";"0";SERIAL_1440;SERIAL;"4";3;0
PERNUM_1332;PERNUM;"0";"0";"2";"1";"0";SERIAL_1331;SERIAL;"10";5;0
PERNUM_845;PERNUM;"1";"10";"1";"28";"110";SERIAL_842;SERIAL;"10";6;0
PERNUM_898;PERNUM;"1";"10";"1";"26";"110";SERIAL_896;SERIAL;"10";10;0
PERNUM_2563;PERNUM;"3";"0";"2";"72";"390";SERIAL_2559;SERIAL;"6";5;0
PERNUM_603;PERNUM;"0";"0";"2";"14";"0";SERIAL_601;SERIAL;"3";5;0
PERNUM_3241;PERNUM;"0";"0";"2";"4";"0";SERIAL_3239;SERIAL;"3";4;0
PERNUM_138;PERNUM;"0";"0";"1";"13";"0";SERIAL_10966;SERIAL;"6";4;0
PERNUM_3579;PERNUM;"1";"10";"2";"46";"110";SERIAL_3577;SERIAL;"3";3;0
PERNUM_2021;PERNUM;"1";"10";"2";"48";"110";SERIAL_2016;SERIAL;"10";6;0
PERNUM_3210;PERNUM;"1";"10";"1";"46";"110";SERIAL_3207;SERIAL;"3";3;0
PERNUM_911;PERNUM;"3";"0";"1";"21";"320";SERIAL_908;SERIAL;"3";4;0
PERNUM_2561;PERNUM;"0";"0";"2";"2";"0";SERIAL_2559;SERIAL;"6";5;0
PERNUM_1771;PERNUM;"1";"10";"2";"42";"110";SERIAL_1770;SERIAL;"3";3;0
PERNUM_3388;PERNUM;"3";"0";"1";"73";"390";SERIAL_3385;SERIAL;"6";3;0
PERNUM_3464;PERNUM;"0";"0";"2";"1";"0";SERIAL_3462;SERIAL;"4";2;0
PERNUM_3344;PERNUM;"1";"10";"1";"25";"110";SERIAL_3339;SERIAL;"10";5;0
PERNUM_346;PERNUM;"0";"0";"2";"0";"0";SERIAL_345;SERIAL;"10";6;0
PERNUM_1543;PERNUM;"1";"30";"1";"22";"110";SERIAL_1541;SERIAL;"3";2;0
PERNUM_1621;PERNUM;"1";"10";"2";"21";"110";SERIAL_1620;SERIAL;"10";4;0
PERNUM_2481;PERNUM;"3";"0";"2";"53";"390";SERIAL_2480;SERIAL;"2";2;0
PERNUM_3406;PERNUM;"1";"10";"1";"17";"110";SERIAL_3404;SERIAL;"3";3;0
PERNUM_805;PERNUM;"1";"10";"1";"40";"110";SERIAL_804;SERIAL;"3";3;0
PERNUM_1704;PERNUM;"3";"0";"2";"70";"390";SERIAL_1701;SERIAL;"10";4;0
PERNUM_1114;PERNUM;"1";"10";"1";"15";"110";SERIAL_1111;SERIAL;"3";4;0
PERNUM_619;PERNUM;"1";"30";"2";"33";"110";SERIAL_614;SERIAL;"3";6;0
PERNUM_1026;PERNUM;"3";"0";"2";"81";"390";SERIAL_1022;SERIAL;"6";5;0
PERNUM_1983;PERNUM;"1";"111";"2";"41";"110";SERIAL_1982;SERIAL;"4";2;0
PERNUM_3063;PERNUM;"1";"10";"1";"25";"110";SERIAL_3061;SERIAL;"10";6;0
PERNUM_2231;PERNUM;"0";"0";"1";"6";"0";SERIAL_2230;SERIAL;"3";4;0
PERNUM_708;PERNUM;"1";"60";"2";"72";"110";SERIAL_706;SERIAL;"2";2;0
PERNUM_1680;PERNUM;"1";"30";"2";"30";"110";SERIAL_1675;SERIAL;"10";7;0
PERNUM_755;PERNUM;"1";"10";"2";"28";"110";SERIAL_749;SERIAL;"10";6;0
PERNUM_683;PERNUM;"1";"60";"1";"28";"110";SERIAL_679;SERIAL;"6";4;0
PERNUM_45;PERNUM;"0";"0";"1";"6";"0";SERIAL_43;SERIAL;"10";3;0
PERNUM_3340;PERNUM;"1";"10";"1";"47";"110";SERIAL_3339;SERIAL;"10";5;0
PERNUM_2119;PERNUM;"0";"0";"2";"7";"0";SERIAL_2114;SERIAL;"10";9;0
PERNUM_261;PERNUM;"1";"114";"1";"32";"110";SERIAL_257;SERIAL;"10";5;0
PERNUM_2716;PERNUM;"1";"10";"2";"21";"110";SERIAL_2712;SERIAL;"10";4;0
PERNUM_2204;PERNUM;"1";"10";"2";"46";"110";SERIAL_2203;SERIAL;"10";6;0
PERNUM_3102;PERNUM;"0";"0";"1";"14";"0";SERIAL_3100;SERIAL;"3";4;0
PERNUM_1443;PERNUM;"0";"0";"2";"7";"0";SERIAL_1442;SERIAL;"6";5;0
PERNUM_1905;PERNUM;"1";"10";"2";"24";"110";SERIAL_1904;SERIAL;"3";3;0
PERNUM_2454;PERNUM;"1";"10";"1";"32";"110";SERIAL_2453;SERIAL;"3";4;0
PERNUM_331;PERNUM;"1";"10";"2";"34";"110";SERIAL_330;SERIAL;"3";4;0
PERNUM_862;PERNUM;"0";"0";"2";"11";"0";SERIAL_859;SERIAL;"10";7;0
PERNUM_2847;PERNUM;"0";"0";"1";"5";"0";SERIAL_2844;SERIAL;"3";3;0
PERNUM_2288;PERNUM;"3";"0";"1";"23";"330";SERIAL_2286;SERIAL;"10";3;0
PERNUM_2223;PERNUM;"3";"0";"2";"22";"330";SERIAL_2221;SERIAL;"3";3;0
PERNUM_3338;PERNUM;"1";"10";"2";"18";"110";SERIAL_3334;SERIAL;"6";4;0
PERNUM_862;PERNUM;"1";"10";"2";"27";"110";SERIAL_859;SERIAL;"10";7;0
PERNUM_2707;PERNUM;"1";"60";"2";"28";"110";SERIAL_2706;SERIAL;"3";4;0
PERNUM_2345;PERNUM;"1";"10";"2";"19";"110";SERIAL_2342;SERIAL;"10";7;0
PERNUM_2793;PERNUM;"0";"0";"2";"13";"0";SERIAL_2792;SERIAL;"6";5;0
PERNUM_2999;PERNUM;"0";"0";"1";"2";"0";SERIAL_2998;SERIAL;"3";3;0
PERNUM_2907;PERNUM;"1";"114";"2";"38";"110";SERIAL_2906;SERIAL;"10";4;0
PERNUM_7;PERNUM;"1";"114";"2";"31";"110";SERIAL_5;SERIAL;"10";4;0
PERNUM_1303;PERNUM;"0";"0";"2";"11";"0";SERIAL_1300;SERIAL;"3";5;0
PERNUM_326;PERNUM;"1";"10";"1";"63";"110";SERIAL_320;SERIAL;"10";7;0
PERNUM_1865;PERNUM;"0";"0";"2";"10";"0";SERIAL_1862;SERIAL;"10";5;0
PERNUM_338;PERNUM;"1";"10";"1";"55";"110";SERIAL_335;SERIAL;"10";5;0
PERNUM_2600;PERNUM;"0";"0";"1";"14";"0";SERIAL_2596;SERIAL;"3";4;0
PERNUM_2533;PERNUM;"1";"10";"1";"38";"110";SERIAL_2531;SERIAL;"3";2;0
PERNUM_74;PERNUM;"1";"10";"2";"54";"110";SERIAL_73;SERIAL;"10";4;0
PERNUM_2115;PERNUM;"0";"0";"2";"14";"0";SERIAL_2114;SERIAL;"10";9;0
PERNUM_2295;PERNUM;"1";"10";"1";"34";"110";SERIAL_2293;SERIAL;"6";5;0
PERNUM_3425;PERNUM;"3";"0";"1";"39";"390";SERIAL_3423;SERIAL;"3";5;0
PERNUM_2988;PERNUM;"1";"10";"2";"53";"110";SERIAL_2986;SERIAL;"3";3;0
PERNUM_2569;PERNUM;"1";"10";"2";"27";"110";SERIAL_2568;SERIAL;"6";3;0
PERNUM_850;PERNUM;"3";"0";"2";"93";"390";SERIAL_848;SERIAL;"6";4;0
PERNUM_2202;PERNUM;"3";"0";"2";"48";"310";SERIAL_2200;SERIAL;"2";2;0
PERNUM_3494;PERNUM;"1";"10";"1";"30";"110";SERIAL_3489;SERIAL;"10";5;0
PERNUM_1842;PERNUM;"1";"10";"2";"45";"110";SERIAL_1840;SERIAL;"3";4;0
PERNUM_3551;PERNUM;"1";"10";"2";"54";"110";SERIAL_3549;SERIAL;"2";2;0
PERNUM_2326;PERNUM;"3";"0";"2";"71";"390";SERIAL_2320;SERIAL;"10";6;0
PERNUM_532;PERNUM;"1";"30";"2";"34";"110";SERIAL_529;SERIAL;"3";4;0
PERNUM_957;PERNUM;"1";"10";"1";"21";"110";SERIAL_956;SERIAL;"10";4;0
PERNUM_3300;PERNUM;"1";"10";"2";"48";"110";SERIAL_3297;SERIAL;"6";7;0
PERNUM_1405;PERNUM;"0";"0";"1";"12";"0";SERIAL_1403;SERIAL;"6";4;0
PERNUM_34;PERNUM;"0";"0";"2";"6";"0";SERIAL_33;SERIAL;"10";5;0
PERNUM_200;PERNUM;"3";"0";"2";"73";"390";SERIAL_198;SERIAL;"2";2;0
PERNUM_345;PERNUM;"1";"10";"1";"32";"110";SERIAL_338;SERIAL;"10";8;0
PERNUM_815;PERNUM;"0";"0";"1";"9";"0";SERIAL_813;SERIAL;"3";2;0
PERNUM_2276;PERNUM;"0";"0";"1";"4";"0";SERIAL_2274;SERIAL;"10";5;0
PERNUM_863;PERNUM;"1";"10";"1";"43";"110";SERIAL_862;SERIAL;"3";3;0
PERNUM_2602;PERNUM;"1";"10";"2";"22";"120";SERIAL_2599;SERIAL;"10";9;0
PERNUM_2635;PERNUM;"1";"60";"2";"27";"110";SERIAL_2634;SERIAL;"2";2;0
PERNUM_2236;PERNUM;"1";"111";"2";"28";"110";SERIAL_2231;SERIAL;"10";7;0
PERNUM_2711;PERNUM;"3";"0";"1";"73";"390";SERIAL_2709;SERIAL;"2";2;0
PERNUM_823;PERNUM;"1";"10";"1";"38";"110";SERIAL_820;SERIAL;"6";4;0
PERNUM_3503;PERNUM;"1";"10";"2";"49";"110";SERIAL_3501;SERIAL;"3";4;0
PERNUM_296;PERNUM;"1";"10";"2";"19";"110";SERIAL_293;SERIAL;"10";3;0
PERNUM_3516;PERNUM;"0";"0";"2";"11";"0";SERIAL_3512;SERIAL;"3";4;0
PERNUM_2305;PERNUM;"0";"0";"1";"10";"0";SERIAL_2303;SERIAL;"4";2;0
PERNUM_2488;PERNUM;"1";"10";"2";"24";"110";SERIAL_2487;SERIAL;"10";6;0
PERNUM_894;PERNUM;"1";"10";"1";"18";"110";SERIAL_893;SERIAL;"3";3;0
PERNUM_188;PERNUM;"1";"10";"1";"46";"110";SERIAL_186;SERIAL;"3";4;0
PERNUM_2286;PERNUM;"1";"10";"1";"19";"110";SERIAL_2284;SERIAL;"10";3;0
PERNUM_2665;PERNUM;"1";"10";"1";"20";"110";SERIAL_2662;SERIAL;"6";5;0
PERNUM_2024;PERNUM;"1";"90";"2";"44";"110";SERIAL_2023;SERIAL;"2";2;0
PERNUM_1140;PERNUM;"0";"0";"2";"14";"0";SERIAL_1138;SERIAL;"6";4;0
PERNUM_1411;PERNUM;"0";"0";"1";"12";"0";SERIAL_1409;SERIAL;"4";2;0
PERNUM_1642;PERNUM;"0";"0";"2";"11";"0";SERIAL_1637;SERIAL;"3";6;0
PERNUM_1506;PERNUM;"1";"10";"2";"26";"110";SERIAL_1502;SERIAL;"10";5;0
PERNUM_1254;PERNUM;"1";"114";"1";"30";"110";SERIAL_1251;SERIAL;"3";3;0
PERNUM_730;PERNUM;"0";"0";"1";"0";"0";SERIAL_726;SERIAL;"10";6;0
PERNUM_3040;PERNUM;"1";"50";"2";"26";"110";SERIAL_3039;SERIAL;"3";1;0
PERNUM_625;PERNUM;"0";"0";"1";"9";"0";SERIAL_619;SERIAL;"10";6;0
PERNUM_503;PERNUM;"1";"10";"2";"18";"110";SERIAL_496;SERIAL;"10";7;0
PERNUM_1724;PERNUM;"1";"10";"2";"70";"110";SERIAL_1723;SERIAL;"6";6;0
PERNUM_3136;PERNUM;"1";"30";"1";"51";"110";SERIAL_3133;SERIAL;"6";6;0
PERNUM_1223;PERNUM;"0";"0";"1";"2";"0";SERIAL_1219;SERIAL;"10";5;0
PERNUM_3449;PERNUM;"1";"10";"2";"37";"110";SERIAL_3447;SERIAL;"3";4;0
PERNUM_1902;PERNUM;"1";"10";"2";"23";"110";SERIAL_1898;SERIAL;"10";5;0
PERNUM_665;PERNUM;"0";"0";"2";"9";"0";SERIAL_660;SERIAL;"3";5;0
PERNUM_3305;PERNUM;"1";"20";"1";"21";"110";SERIAL_3302;SERIAL;"3";3;0
PERNUM_2355;PERNUM;"3";"0";"2";"84";"310";SERIAL_2354;SERIAL;"6";3;0
PERNUM_2715;PERNUM;"1";"10";"1";"24";"110";SERIAL_2712;SERIAL;"10";4;0
PERNUM_2843;PERNUM;"1";"10";"1";"48";"110";SERIAL_2842;SERIAL;"6";5;0
PERNUM_3609;PERNUM;"1";"10";"1";"54";"110";SERIAL_3605;SERIAL;"10";7;0
PERNUM_318;PERNUM;"1";"80";"1";"26";"110";SERIAL_315;SERIAL;"10";4;0
PERNUM_2320;PERNUM;"1";"10";"2";"21";"110";SERIAL_2315;SERIAL;"3";5;0
PERNUM_967;PERNUM;"1";"112";"2";"34";"110";SERIAL_965;SERIAL;"6";5;0
PERNUM_1053;PERNUM;"1";"90";"2";"28";"110";SERIAL_1046;SERIAL;"10";7;0
PERNUM_2381;PERNUM;"0";"0";"1";"10";"0";SERIAL_2374;SERIAL;"10";19;0
PERNUM_2668;PERNUM;"1";"60";"1";"36";"110";SERIAL_2663;SERIAL;"3";5;0
PERNUM_1264;PERNUM;"3";"0";"2";"49";"310";SERIAL_1262;SERIAL;"10";5;0
PERNUM_3562;PERNUM;"1";"10";"2";"26";"110";SERIAL_3559;SERIAL;"10";6;0
PERNUM_1526;PERNUM;"1";"10";"1";"37";"110";SERIAL_1524;SERIAL;"3";3;0
PERNUM_1893;PERNUM;"1";"50";"1";"27";"110";SERIAL_1887;SERIAL;"10";7;0
PERNUM_1502;PERNUM;"0";"0";"2";"5";"0";SERIAL_1500;SERIAL;"4";2;0
PERNUM_3394;PERNUM;"1";"80";"2";"31";"110";SERIAL_3392;SERIAL;"3";3;0
PERNUM_984;PERNUM;"1";"10";"1";"53";"110";SERIAL_980;SERIAL;"3";4;0
